#,Company,Email,Person,Title,City,Notes
,ShopClues,career@ShopClues.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on ShopClues.com; MX OK
,Saturam,careers@saturam.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on saturam.com; MX OK
,Sayone Technologies,careers@sayonetech.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on sayonetech.com; MX OK
,Simplotel,careers@simplotel.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on simplotel.com; MX OK
,Seeds Fincap Private Limited,career@seedsfincap.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on seedsfincap.com; MX OK
,Selectiva Systems,careers@selectiva.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on selectiva.com; MX OK
,Siam Computing,jobs@siamcomputing.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on siamcomputing.com; MX OK
,Nexteer,careers@nexteer.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on nexteer.com; MX OK
,Skoruz Technologies,hr@skoruz.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on skoruz.com; MX OK
,Selectsys India,hr@selectsys.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on selectsys.com; MX OK
,SoftNice,hr@softnice.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on softnice.com; MX OK
,Skience,HR@Skience.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on Skience.com; MX OK
,Softenger,careers@softenger.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on softenger.com; MX OK
,Skillveri Training Solutions Pvt Ltd,talent@skillveri.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on skillveri.com; MX OK
,SoluLab,hr@solulab.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on solulab.com; MX OK
,Specbee,hr@specbee.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on specbee.com; MX OK
,SoftgenTech,hr@softgentechnologies.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on softgentechnologies.com; MX OK
,Softype,jobs@softype.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on softype.com; MX OK
,Sleepy Owl Coffee,jobs@sleepyowl.co,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on sleepyowl.co; MX OK
,StockEdge,career@stockedge.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on stockedge.com; MX OK
,Sri City Integrated Business City,careers@sricity.in,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on sricity.in; MX OK
,Sriven Systems,hr@srivensys.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on srivensys.com; MX OK
,Stripe,careers@stripe.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on stripe.com; MX OK
,Softhunters Technology Pvt Ltd,hr@softhunters.in,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on softhunters.in; MX OK
,Spinta Digital,hr@spintadigital.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on spintadigital.com; MX OK
,Sunstone,careers@sunstone.in,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on sunstone.in; MX OK
,Oriental Structural Engineers,jobs@orientalindia.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on orientalindia.com; MX OK
,SquareOps,careers@squareops.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on squareops.com; MX OK
,Stark Digital Media Services,hr@starkdigital.net,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on starkdigital.net; MX OK
,Synapse LLC,career@thesynapses.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on thesynapses.com; MX OK
,Synarion IT Solutions | Leading IT Solutions Company,hr@synarionit.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on synarionit.com; MX OK
,Streamline Healthcare Solutions,jobs@streamlinehealthcare.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on streamlinehealthcare.com; MX OK
,Softdienst Tech Private Limited,careers@softdienst.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on softdienst.com; MX OK
,THE NORTHCAP UNIVERSITY (Formerly ITM UNIVERSITY,career@ncuindia.edu,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on ncuindia.edu; MX OK
,Talview,talent@talview.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on talview.com; MX OK
,Takshashila Consulting,hiring@tkc.firm.in,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on tkc.firm.in; MX OK
,Tagline Infotech,hr@taglineinfotech.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on taglineinfotech.com; MX OK
,TRUSTKLUB Consulting Private Limited,hr@trustklub.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on trustklub.com; MX OK
,Tarento Group,careers@tarento.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on tarento.com; MX OK
,Team Tweaks,hr@teamtweaks.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on teamtweaks.com; MX OK
,Shopalyst,careers@shopalyst.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on shopalyst.com; MX OK
,Techlusion,careers@techlusion.io,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on techlusion.io; MX OK
,Tecnoprism,careers@tecnoprism.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on tecnoprism.com; MX OK
,TechEagle,hr@techeagle.in,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on techeagle.in; MX OK
,Tera Software,hr@terasoftware.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on terasoftware.com; MX OK
,Terralogic,careers@terralogic.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on terralogic.com; MX OK
,Tekreant Solutions,hr@tekreant.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on tekreant.com; MX OK
,TVARIT,hiring@tvarit.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on tvarit.com; MX OK
,Think201,careers@think201.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on think201.com; MX OK
,Traveltroops Global Private Ltd,careers@pickyourtrail.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on pickyourtrail.com; MX OK
,Tisa Tech Secure Pvt. Ltd.,careers@tisa.in,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on tisa.in; MX OK
